2025,5149136,5252.12,6677.19,1425.07,0.736,3956000.00,24838000000.00,1.000,75.04,-0.00,75.04,59,0.00,0.00,24838000000.00
2026,5149136,5355.10,6677.19,1322.09,0.729,3971569.46,26580425970.00,1.018,75.04,-0.00,75.04,59,0.00,0.00,26580425970.00
2027,5149136,5458.08,6677.19,1219.11,0.723,3987300.77,28454758289.99,1.037,75.04,-0.00,75.04,59,0.00,0.00,28454758289.99
2028,5149136,5561.07,6677.19,1116.12,0.716,4003195.22,30471731953.28,1.057,75.04,-0.00,75.04,59,0.00,0.00,30471731953.28
2029,5149136,5664.05,6955.97,1291.92,0.718,4176626.56,33521789313.37,1.076,83.04,524.82,-441.78,61,0.00,0.00,33521789313.37
2030,5149136,5767.03,7631.15,1864.12,0.714,4379793.80,36645156206.69,1.096,95.02,524.82,-429.80,64,0.00,0.00,36645156206.69
2031,5149136,5870.02,7631.15,1761.14,0.707,4395871.60,39184922518.12,1.116,95.02,524.82,-429.80,64,0.00,0.00,39184922518.12
2032,5149136,5973.00,7631.15,1658.16,0.700,4412140.71,41924354810.70,1.137,95.02,524.82,-429.80,64,0.00,0.00,41924354810.70
2033,5149136,6075.98,7908.35,1832.37,0.697,4487689.35,44882283646.09,1.158,102.94,524.82,-421.88,65,0.00,0.00,44882283646.09
2034,5149136,6178.96,7908.35,1729.39,0.755,4504234.35,48072250769.15,1.179,102.94,524.82,-421.88,65,0.00,0.00,48072250769.15
2035,5149136,6281.95,9205.25,2923.31,0.750,11898982.76,54750149119.60,1.201,116.30,3114.30,-2998.00,69,0.00,0.00,54750149119.60
2036,5149136,6384.93,9205.25,2820.33,0.747,11684564.23,58636648976.33,1.223,116.30,3257.71,-3141.41,69,0.00,0.00,58636648976.33
2037,5149136,6487.91,9386.42,2898.51,0.749,11521733.66,62832592330.90,1.246,121.65,3387.48,-3265.83,71,0.00,0.00,62832592330.90
2038,5149136,6590.89,9584.42,2993.53,0.741,11380814.32,69551274913.19,1.269,123.63,3504.89,-3381.27,72,0.00,0.00,69551274913.19
2039,5149136,6693.88,10079.42,3385.55,0.737,17489375.16,75130758493.91,1.293,128.58,3611.13,-3482.56,73,0.00,0.00,75130758493.91
2040,5149136,6796.86,10079.42,3282.56,0.733,17097242.00,80471127142.05,1.316,128.58,3707.27,-3578.69,73,0.00,0.00,80471127142.05
2041,5149136,6899.84,10416.02,3516.18,0.735,16777523.19,86243870058.27,1.341,139.47,3794.25,-3654.78,75,0.00,0.00,86243870058.27
2042,5149136,7002.82,10614.02,3611.20,0.728,16492828.44,94951141808.72,1.366,141.45,4752.16,-4610.72,76,0.00,0.00,94951141808.72
2043,5149136,7105.81,10787.27,3681.47,0.727,16175070.53,101746321895.97,1.391,146.40,4840.51,-4694.12,77,0.00,0.00,101746321895.97
2044,5149136,7208.79,10886.27,3677.48,0.718,15885217.45,110723581231.72,1.417,147.39,4920.46,-4773.07,78,0.00,0.00,110723581231.72
2045,5149136,7311.77,11163.47,3851.70,0.717,15604250.79,118707113783.07,1.443,155.31,4992.80,-4837.49,79,0.00,0.00,118707113783.07
2046,5149136,7414.76,11163.47,3748.72,0.719,15283880.12,127345922314.86,1.470,155.31,5058.25,-4902.94,79,0.00,0.00,127345922314.86
2047,5149136,7517.74,11336.72,3818.99,0.718,15009648.89,136702255690.20,1.497,160.26,5117.47,-4957.22,80,0.00,0.00,136702255690.20
2048,5149136,7620.72,11336.72,3716.00,0.715,14799565.02,147457993800.39,1.524,160.26,6054.65,-5894.40,80,0.00,0.00,147457993800.39
2049,5149136,7723.70,11950.52,4226.82,0.716,19052829.64,159216532037.96,1.553,171.15,6103.14,-5932.00,83,0.00,0.00,159216532037.96
2050,5149136,7826.69,11950.52,4123.84,0.713,18641791.63,171309506800.77,1.581,171.15,6219.70,-6048.55,83,0.00,0.00,171309506800.77
