2025,5149136,5252.12,6563.20,1311.08,0.873,63337400.00,36353784000.00,1.000,5894.52,-0.00,5894.52,48,0.00,0.00,36353784000.00
2026,5149136,5355.10,6948.20,1593.10,0.873,70184847.48,38768197862.40,1.020,6144.77,-0.00,6144.77,50,0.00,0.00,38768197862.40
2027,5149136,5458.08,6948.20,1490.12,0.875,68581679.92,38831198900.91,1.040,6144.77,375.08,5769.70,50,0.00,0.00,38831198900.91
2028,5149136,5561.07,8537.20,2976.13,0.872,68143622.70,50705906463.10,1.061,7646.27,752.73,6893.55,63,0.00,0.00,50705906463.10
2029,5149136,5664.05,9643.20,3979.15,0.862,66661951.23,62139330264.19,1.082,8419.77,957.47,7462.30,67,0.00,0.00,62139330264.19
2030,5149136,5767.03,10098.20,4331.17,0.861,64905347.52,66796714319.73,1.104,8715.52,1142.73,7572.79,69,0.00,0.00,66796714319.73
2031,5149136,5870.02,11781.35,5911.33,0.858,67965063.09,82449705784.94,1.113,10050.95,1576.29,8474.66,84,0.00,0.00,82449705784.94
2032,5149136,5973.00,11781.35,5808.35,0.858,65998706.75,83965682320.74,1.133,10050.95,1727.97,8322.98,84,0.00,0.00,83965682320.74
2033,5149136,6075.98,14661.85,8585.87,0.849,71816416.58,111211483399.05,1.153,12337.32,1865.21,10472.11,98,0.00,0.00,111211483399.05
2034,5149136,6178.96,16033.85,9854.89,0.851,73043768.74,124185672915.94,1.174,13668.20,10474.57,3193.63,110,0.00,0.00,124185672915.94
2035,5149136,6281.95,17133.55,10851.60,0.852,79516206.83,134583944545.10,1.195,14557.72,13585.68,972.04,119,0.00,0.00,134583944545.10
2036,5149136,6384.93,18456.55,12071.62,0.852,78326373.22,149155906179.86,1.217,15683.85,14265.60,1418.25,130,0.00,0.00,149155906179.86
2037,5149136,6487.91,21124.25,14636.34,0.844,79564066.66,184148244859.53,1.239,17938.38,14880.82,3057.56,145,0.00,0.00,184148244859.53
2038,5149136,6590.89,21320.25,14729.36,0.844,79099691.23,191588542542.11,1.261,18120.38,18631.96,-511.59,149,0.00,0.00,191588542542.11
2039,5149136,6693.88,23143.75,16449.87,0.845,81571734.97,209693432679.91,1.284,19872.12,19422.82,449.30,163,0.00,0.00,209693432679.91
2040,5149136,6796.86,23681.00,16884.14,0.846,95442836.06,218440324587.14,1.307,20349.88,25244.53,-4894.66,167,0.00,0.00,218440324587.14
2041,5149136,6899.84,23681.00,16781.16,0.845,89279033.66,214591327065.79,1.269,20349.88,25856.19,-5506.31,167,0.00,0.00,214591327065.79
2042,5149136,7002.82,24087.00,17084.18,0.844,88280929.23,224103586778.22,1.288,20668.38,26409.64,-5741.26,170,0.00,0.00,224103586778.22
2043,5149136,7105.81,26910.45,19804.64,0.839,92461652.41,260542782452.48,1.307,22900.15,28969.71,-6069.56,184,0.00,0.00,260542782452.48
2044,5149136,7208.79,28312.20,21103.41,0.837,92481292.99,284443074947.53,1.327,24185.53,29456.73,-5271.20,193,0.00,0.00,284443074947.53
2045,5149136,7311.77,28557.90,21246.13,0.836,90718486.31,296808636412.91,1.347,24347.05,29897.40,-5550.35,196,0.00,0.00,296808636412.91
2046,5149136,7414.76,28872.90,21458.14,0.835,89037038.87,309802952625.64,1.367,24551.80,30296.14,-5744.34,199,0.00,0.00,309802952625.64
2047,5149136,7517.74,31636.15,24118.41,0.832,89736543.86,350785214768.41,1.388,26485.55,30656.93,-4171.38,216,0.00,0.00,350785214768.41
2048,5149136,7620.72,33396.65,25775.93,0.832,89511992.61,381633210119.14,1.408,27975.68,30983.39,-3007.72,228,0.00,0.00,381633210119.14
2049,5149136,7723.70,33606.65,25882.95,0.830,88560476.92,397757657021.37,1.430,28112.18,31585.83,-3473.66,229,0.00,0.00,397757657021.37
2050,5149136,7826.69,33606.65,25779.96,0.829,87792184.46,409850805136.97,1.451,28112.18,34867.76,-6755.58,229,0.00,0.00,409850805136.97
