Year,Settlement ID,Name,X,Y,Population,Growth Rate (%),Power Usage (MW),Power Usage Per Capita (kW)
2025,Blanchardstown-Blakestown, Fingal,Blanchardstown-Blakestown,46281.484804,25592.220049,329487,0.00%,329.49,1.000
2025,Lucan-Esker, South Dublin,Lucan-Esker,44902.901460,23856.296106,300798,0.00%,300.80,1.000
2025,Navan Rural, Meath,Navan Rural,42096.164632,27482.147564,196802,0.00%,196.80,1.000
2025,Naas Urban, Kildare,Naas Urban,41321.181309,23037.624918,222491,0.00%,222.49,1.000
2025,Glencullen, Dún Laoghaire-Rathdown,Glencullen,46935.222061,23452.851655,233378,0.00%,233.38,1.000
2025,Carrigaline/Monkstown Rural/Douglas, Cork City,Carrigaline/Monkstown Rural/Douglas,22557.984859,6169.848473,201726,0.00%,201.73,1.000
2025,Ballycummin, Limerick,Ballycummin,21036.529293,15234.984837,140411,0.00%,140.41,1.000
2025,Ennis Rural, Clare,Ennis Rural,17735.909984,17714.307763,78208,0.00%,78.21,1.000
2025,Tralee Rural, Kerry,Tralee Rural,10435.770153,9832.739088,103318,0.00%,103.32,1.000
2025,Kilkenny Rural, Kilkenny,Kilkenny Rural,35797.513337,15081.473731,57303,0.00%,57.30,1.000
2025,Portlaoighise Rural, Laois,Portlaoighise Rural,35052.416753,20486.881673,57457,0.00%,57.46,1.000
2025,Barna, Galway City,Barna,16332.211455,23418.185094,77328,0.00%,77.33,1.000
2025,Carlow Rural, Carlow,Carlow Rural,39553.324186,17508.919882,40041,0.00%,40.04,1.000
2025,Kilmacanoge, Wicklow,Kilmacanoge,47107.200116,20953.700571,121610,0.00%,121.61,1.000
2025,Dundalk Rural (South), Louth,Dundalk Rural (South),44897.535997,31279.191956,110891,0.00%,110.89,1.000
2025,Wexford Rural, Wexford,Wexford Rural,43561.683046,13349.338897,110816,0.00%,110.82,1.000
2025,Carrigaline, Cork County, 047072,Carrigaline,22796.386424,6084.975638,211968,0.00%,211.97,1.000
2025,Grange A, Dublin City,Grange A,46131.369821,24442.605439,590898,0.00%,590.90,1.000
2025,Letterkenny Rural, Donegal,Letterkenny Rural,30831.693768,44399.167500,111883,0.00%,111.88,1.000
2025,Tullamore Urban, Offaly,Tullamore Urban,33054.790165,23135.397371,38905,0.00%,38.91,1.000
2025,Mullingar Rural, Westmeath,Mullingar Rural,33973.351635,26234.734608,46514,0.00%,46.51,1.000
2025,Fair Gate, Louth,Fair Gate,45169.690906,28953.057423,22002,0.00%,22.00,1.000
2025,Arklow No. 1 Urban, Wicklow,Arklow No. 1 Urban,47319.468085,17629.565000,10387,0.00%,10.39,1.000
2025,Tramore, Waterford,Tramore,36049.887005,10091.581524,72038,0.00%,72.04,1.000
2025,Cavan Rural, Cavan,Cavan Rural,36184.242769,31809.763302,47683,0.00%,47.68,1.000
2025,Athlone East Rural, Westmeath,Athlone East Rural,28294.920213,25299.032500,12856,0.00%,12.86,1.000
2025,Castlebar Rural, Mayo,Castlebar Rural,14664.074825,30439.448060,70667,0.00%,70.67,1.000
2025,Sligo West, Sligo,Sligo West,21844.986781,35463.972694,45923,0.00%,45.92,1.000
2025,Edenderry Urban, Offaly,Edenderry Urban,37747.657447,24290.293750,7627,0.00%,7.63,1.000
2025,Ballinasloe Urban, Galway County,Ballinasloe Urban,18537.872001,23940.008488,99141,0.00%,99.14,1.000
2025,Thurles Urban, Tipperary,Thurles Urban,28705.125307,14915.898498,60053,0.00%,60.05,1.000
2025,Roscrea, Tipperary,Roscrea,26107.822927,18256.967498,22739,0.00%,22.74,1.000
2025,Tuam Rural, Galway County,Tuam Rural,18547.684043,26426.445000,6569,0.00%,6.57,1.000
2025,Mallow North Urban, Cork County,Mallow North Urban,21301.682053,10412.034003,22833,0.00%,22.83,1.000
2025,Monaghan Rural, Monaghan,Monaghan Rural,39219.560301,34802.805837,32115,0.00%,32.12,1.000
2025,Clonmel West Urban, Tipperary,Clonmel West Urban,31358.844952,11970.628763,23774,0.00%,23.77,1.000
2025,Kilculliheen, Kilkenny,Kilculliheen,37435.106383,10746.625000,5777,0.00%,5.78,1.000
2025,Longford Rural, Longford,Longford Rural,30093.166218,28554.656070,27917,0.00%,27.92,1.000
2025,Newcastle Urban, Limerick,Newcastle Urban,15756.219175,12922.134758,10744,0.00%,10.74,1.000
2025,Roscommon Rural, Roscommon,Roscommon Rural,24759.141588,28787.033878,33634,0.00%,33.63,1.000
2025,Menlough, Galway City,Menlough,21545.142553,25266.612500,5417,0.00%,5.42,1.000
2025,Graigue Rural, Laois,Graigue Rural,31421.065957,17554.388750,5341,0.00%,5.34,1.000
2025,Dungarvan No. 1 Urban, Waterford,Dungarvan No. 1 Urban,31409.557917,7995.836722,12171,0.00%,12.17,1.000
2025,Birr Urban, Offaly,Birr Urban,28360.910072,21592.478184,6955,0.00%,6.96,1.000
2025,Carrick-On-Shannon, Leitrim,Carrick-On-Shannon,27649.460195,32101.722215,11123,0.00%,11.12,1.000
2025,Carrickmacross Rural, Monaghan,Carrickmacross Rural,41289.108511,32224.722500,4299,0.00%,4.30,1.000
2025,Ballina Urban, Mayo,Ballina Urban,15371.603191,33936.852500,7460,0.00%,7.46,1.000
2025,Bantry Urban, Cork County,Bantry Urban,11831.453859,3421.710620,7760,0.00%,7.76,1.000
2025,Tramore C, Cork City,Tramore C,36723.444556,9537.151895,4043,0.00%,4.04,1.000
2025,Magheraclogher, Donegal,Magheraclogher,24245.267585,45253.640425,7049,0.00%,7.05,1.000
2025,Kilrush Urban, Clare,Kilrush Urban,11851.729787,15508.748750,2796,0.00%,2.80,1.000
2025,Crumpaun, Galway County,Crumpaun,6367.337556,26066.815820,7495,0.00%,7.50,1.000
2025,Belmullet, Mayo,Belmullet,6351.537877,35228.418929,3164,0.00%,3.16,1.000
2025,Manorhamilton, Leitrim,Manorhamilton,25052.915991,36367.644365,4824,0.00%,4.82,1.000
2025,Glinn, Kerry,Glinn,3436.709811,9529.406481,3484,0.00%,3.48,1.000
2025,Ballynahaglish, Kerry,Ballynahaglish,15283.912766,33412.065000,1687,0.00%,1.69,1.000
2025,Kilcummin, Galway County, 067122,Kilcummin,14722.482979,36043.035000,1406,0.00%,1.41,1.000
2025,Inishmore, Galway County,Inishmore,9238.386170,21600.553750,1350,0.00%,1.35,1.000
2025,Limerick, Wexford,Limerick,20992.235106,15797.987500,1058,0.00%,1.06,1.000
2025,Coomlogane, Cork County,Coomlogane,18528.986923,6575.630157,94143,0.00%,94.14,1.000
2025,Cong, Mayo,Cong,13880.742852,30385.514766,46698,0.00%,46.70,1.000
2025,Sunday's Well B, Cork City,Sunday's Well B,22500.913429,6169.805489,18645,0.00%,18.64,1.000
2025,Broadford, Limerick,Broadford,20182.311177,13747.937079,55043,0.00%,55.04,1.000
2025,Ladytown, Kildare,Ladytown,40171.613209,22314.627521,24150,0.00%,24.15,1.000
2025,Teadies, Cork County,Teadies,16470.245908,3007.494644,11359,0.00%,11.36,1.000
2025,Castle Talbot, Wexford,Castle Talbot,42849.694605,12874.992180,47201,0.00%,47.20,1.000
2025,Lisduggan, Waterford,Lisduggan,34048.399927,9862.082330,38545,0.00%,38.55,1.000
2025,Kilbride, Cavan,Kilbride,34889.168732,32329.785315,34115,0.00%,34.12,1.000
2025,Freshford, Kilkenny,Freshford,35828.303399,14939.865768,40189,0.00%,40.19,1.000
2025,Fethard, Tipperary,Fethard,28668.946883,14906.046953,50399,0.00%,50.40,1.000
2025,Killogilleen, Galway County,Killogilleen,20399.908820,24413.125586,63595,0.00%,63.59,1.000
2025,Whitecastle, Donegal,Whitecastle,31524.635792,46423.779066,24512,0.00%,24.51,1.000
2025,Rackwallace, Monaghan,Rackwallace,39393.935436,34363.487022,28946,0.00%,28.95,1.000
2025,Fethard, Wexford,Fethard,39997.677660,9903.776250,1937,0.00%,1.94,1.000
2025,Termonbarry, Roscommon,Termonbarry,25713.846743,29512.050641,33658,0.00%,33.66,1.000
2025,Kellistown, Carlow,Kellistown,40121.705919,16887.302019,22008,0.00%,22.01,1.000
2025,Carrickart, Donegal,Carrickart,29858.747872,47219.382500,1930,0.00%,1.93,1.000
2025,Slievemore, Mayo,Slievemore,6871.213589,33840.417176,3706,0.00%,3.71,1.000
2025,Kilnamona, Clare,Kilnamona,15731.272184,17497.770231,45795,0.00%,45.80,1.000
2025,Ardnaree North, Mayo,Ardnaree North,15510.248936,33793.773750,1902,0.00%,1.90,1.000
2025,Newtown Forbes, Longford,Newtown Forbes,30427.791695,28742.226055,17774,0.00%,17.77,1.000
2025,Dunganstown South, Wicklow,Dunganstown South,44184.468316,19057.893560,22118,0.00%,22.12,1.000
2025,Ballylarkin, Wexford,Ballylarkin,46574.071277,16909.196250,1865,0.00%,1.86,1.000
2025,Teltown, Meath,Teltown,40074.668148,28396.608869,21526,0.00%,21.53,1.000
2025,Castletown (South), Louth,Castletown (South),44184.938645,31186.741864,7073,0.00%,7.07,1.000
2025,Glennamaddy, Galway County,Glennamaddy,20740.703602,27645.652474,3625,0.00%,3.62,1.000
2025,Castletownroche, Cork County,Castletownroche,24761.502501,9028.237465,8382,0.00%,8.38,1.000
2025,Clogher, Donegal,Clogher,23927.667791,40784.311766,17438,0.00%,17.44,1.000
2025,Knocklong, Limerick,Knocklong,22527.257267,14405.377633,3638,0.00%,3.64,1.000
2025,Ballybrit, Galway City,Ballybrit,17050.106383,23630.320000,1834,0.00%,1.83,1.000
2025,Clonaslee, Laois,Clonaslee,34744.996164,19817.588651,26746,0.00%,26.75,1.000
2025,Grange North, Waterford,Grange North,30454.973754,7124.004766,3387,0.00%,3.39,1.000
2025,Monasteroris, Offaly,Monasteroris,32261.483737,22871.195743,29771,0.00%,29.77,1.000
2025,Ballykisteen, Tipperary,Ballykisteen,25455.553191,13765.772500,1778,0.00%,1.78,1.000
2025,Lettermore, Galway County,Lettermore,8298.433698,25245.360447,9178,0.00%,9.18,1.000
2025,Glassan, Westmeath,Glassan,32828.136921,26431.258396,29199,0.00%,29.20,1.000
2025,Doonane, Laois,Doonane,36926.634043,18371.965000,1682,0.00%,1.68,1.000
2025,Lackan, Wicklow,Lackan,43696.742553,21661.110000,1681,0.00%,1.68,1.000
2025,Clonmethan, Fingal,Clonmethan,45442.506383,26570.111250,1676,0.00%,1.68,1.000
2025,Lissadill East, Sligo,Lissadill East,21890.219497,35358.677417,24367,0.00%,24.37,1.000
2025,Sneem, Kerry,Sneem,7947.839650,5737.706381,7099,0.00%,7.10,1.000
2025,Roosky, Leitrim,Roosky,29232.949818,32104.608147,14555,0.00%,14.55,1.000
2025,Templetouhy, Tipperary,Templetouhy,28356.732202,19045.526966,4193,0.00%,4.19,1.000
2025,Knappagh, Mayo,Knappagh,11193.374474,30301.102446,3213,0.00%,3.21,1.000
2025,Ballyconnell, Meath,Ballyconnell,32085.592553,33952.718750,1602,0.00%,1.60,1.000
2025,Banna, Kerry,Banna,10370.937421,11415.663126,31354,0.00%,31.35,1.000
2025,Graney, Kildare,Graney,40569.468085,18763.125000,1576,0.00%,1.58,1.000
2025,Ballydangan, Roscommon,Ballydangan,26764.754660,24436.645767,3034,0.00%,3.03,1.000
2025,Kilcatherine, Cork County,Kilcatherine,7529.273511,3584.032178,3051,0.00%,3.05,1.000
2025,Tarbert, Kerry,Tarbert,13036.838298,14655.922500,1509,0.00%,1.51,1.000
2025,Maghery, Donegal,Maghery,22959.918085,44115.881250,1505,0.00%,1.51,1.000
2025,Tullaghan, Leitrim,Tullaghan,24998.936318,36888.511826,4729,0.00%,4.73,1.000
2025,Carrigatogher, Tipperary,Carrigatogher,23869.933390,17519.657202,2979,0.00%,2.98,1.000
2025,Lahard, Kerry,Lahard,11961.991741,8296.519751,2863,0.00%,2.86,1.000
2025,Millbrook, Kerry,Millbrook,29862.553191,26095.750000,1456,0.00%,1.46,1.000
2025,Dunurlin, Kerry,Dunurlin,2693.475497,9075.814446,3906,0.00%,3.91,1.000
2025,Kilmacomma, Waterford,Kilmacomma,30557.134043,11725.501250,1391,0.00%,1.39,1.000
2025,Clonlost, Westmeath,Clonlost,36206.655712,27647.721443,7769,0.00%,7.77,1.000
2025,Roslee, Mayo,Roslee,36463.298936,35489.125000,1322,0.00%,1.32,1.000
2025,Kyle, Clare,Kyle,46637.329787,24259.156250,1301,0.00%,1.30,1.000
2025,Castlejordan, Meath,Castlejordan,37117.978723,24964.500000,1290,0.00%,1.29,1.000
2025,Barronstown, Wexford,Barronstown,25570.761702,13662.831250,1266,0.00%,1.27,1.000
2025,Kilmucklin, Tipperary,Kilmucklin,32151.214894,24208.436250,1151,0.00%,1.15,1.000
2025,Leitrim, Cork County,Leitrim,25780.475532,36311.333750,1141,0.00%,1.14,1.000
2025,Columbkille, Longford,Columbkille,37157.492553,14121.921250,1115,0.00%,1.11,1.000
2025,Finnoe, Tipperary,Finnoe,15150.212766,14512.250000,1039,0.00%,1.04,1.000
2025,Tibradden, Dún Laoghaire-Rathdown,Tibradden,45918.324468,23051.448750,945,0.00%,0.95,1.000
2025,Ballinascorney, South Dublin,Ballinascorney,44744.680851,23038.250000,874,0.00%,0.87,1.000
2025,Terenure D, Dublin City,Terenure D,45852.201064,23880.197500,782,0.00%,0.78,1.000
2025,Money, Wicklow,Money,46342.992553,25341.695000,318,0.00%,0.32,1.000
2026,Blanchardstown-Blakestown, Fingal,Blanchardstown-Blakestown,46281.484804,25592.220049,333441,1.20%,340.11,1.020
2026,Lucan-Esker, South Dublin,Lucan-Esker,44902.901460,23856.296106,301400,0.20%,307.43,1.020
2026,Navan Rural, Meath,Navan Rural,42096.164632,27482.147564,199557,1.40%,203.55,1.020
2026,Naas Urban, Kildare,Naas Urban,41321.181309,23037.624918,224716,1.00%,229.21,1.020
2026,Glencullen, Dún Laoghaire-Rathdown,Glencullen,46935.222061,23452.851655,236645,1.40%,241.38,1.020
2026,Carrigaline/Monkstown Rural/Douglas, Cork City,Carrigaline/Monkstown Rural/Douglas,22557.984859,6169.848473,202533,0.40%,206.58,1.020
2026,Ballycummin, Limerick,Ballycummin,21036.529293,15234.984837,142377,1.40%,145.22,1.020
2026,Ennis Rural, Clare,Ennis Rural,17735.909984,17714.307763,79459,1.60%,81.05,1.020
2026,Tralee Rural, Kerry,Tralee Rural,10435.770153,9832.739088,103731,0.40%,105.81,1.020
2026,Kilkenny Rural, Kilkenny,Kilkenny Rural,35797.513337,15081.473731,57991,1.20%,59.15,1.020
2026,Portlaoighise Rural, Laois,Portlaoighise Rural,35052.416753,20486.881673,58146,1.20%,59.31,1.020
2026,Barna, Galway City,Barna,16332.211455,23418.185094,77328,0.00%,78.87,1.020
2026,Carlow Rural, Carlow,Carlow Rural,39553.324186,17508.919882,40361,0.80%,41.17,1.020
2026,Kilmacanoge, Wicklow,Kilmacanoge,47107.200116,20953.700571,122340,0.60%,124.79,1.020
2026,Dundalk Rural (South), Louth,Dundalk Rural (South),44897.535997,31279.191956,112443,1.40%,114.69,1.020
2026,Wexford Rural, Wexford,Wexford Rural,43561.683046,13349.338897,111259,0.40%,113.48,1.020
2026,Carrigaline, Cork County, 047072,Carrigaline,22796.386424,6084.975638,211968,0.00%,216.21,1.020
2026,Grange A, Dublin City,Grange A,46131.369821,24442.605439,593262,0.40%,605.13,1.020
2026,Letterkenny Rural, Donegal,Letterkenny Rural,30831.693768,44399.167500,112554,0.60%,114.81,1.020
2026,Tullamore Urban, Offaly,Tullamore Urban,33054.790165,23135.397371,39372,1.20%,40.16,1.020
2026,Mullingar Rural, Westmeath,Mullingar Rural,33973.351635,26234.734608,47165,1.40%,48.11,1.020
2026,Fair Gate, Louth,Fair Gate,45169.690906,28953.057423,22398,1.80%,22.85,1.020
2026,Arklow No. 1 Urban, Wicklow,Arklow No. 1 Urban,47319.468085,17629.565000,10512,1.20%,10.72,1.020
2026,Tramore, Waterford,Tramore,36049.887005,10091.581524,72614,0.80%,74.07,1.020
2026,Cavan Rural, Cavan,Cavan Rural,36184.242769,31809.763302,47683,0.00%,48.64,1.020
2026,Athlone East Rural, Westmeath,Athlone East Rural,28294.920213,25299.032500,12907,0.40%,13.17,1.020
2026,Castlebar Rural, Mayo,Castlebar Rural,14664.074825,30439.448060,70808,0.20%,72.22,1.020
2026,Sligo West, Sligo,Sligo West,21844.986781,35463.972694,46199,0.60%,47.12,1.020
2026,Edenderry Urban, Offaly,Edenderry Urban,37747.657447,24290.293750,7734,1.40%,7.89,1.020
2026,Ballinasloe Urban, Galway County,Ballinasloe Urban,18537.872001,23940.008488,99339,0.20%,101.33,1.020
2026,Thurles Urban, Tipperary,Thurles Urban,28705.125307,14915.898498,60173,0.20%,61.38,1.020
2026,Roscrea, Tipperary,Roscrea,26107.822927,18256.967498,22784,0.20%,23.24,1.020
2026,Tuam Rural, Galway County,Tuam Rural,18547.684043,26426.445000,6648,1.20%,6.78,1.020
2026,Mallow North Urban, Cork County,Mallow North Urban,21301.682053,10412.034003,23107,1.20%,23.57,1.020
2026,Monaghan Rural, Monaghan,Monaghan Rural,39219.560301,34802.805837,32115,0.00%,32.76,1.020
2026,Clonmel West Urban, Tipperary,Clonmel West Urban,31358.844952,11970.628763,23917,0.60%,24.40,1.020
2026,Kilculliheen, Kilkenny,Kilculliheen,37435.106383,10746.625000,5777,0.00%,5.89,1.020
2026,Longford Rural, Longford,Longford Rural,30093.166218,28554.656070,28252,1.20%,28.82,1.020
2026,Newcastle Urban, Limerick,Newcastle Urban,15756.219175,12922.134758,10916,1.60%,11.13,1.020
2026,Roscommon Rural, Roscommon,Roscommon Rural,24759.141588,28787.033878,34038,1.20%,34.72,1.020
2026,Menlough, Galway City,Menlough,21545.142553,25266.612500,5493,1.40%,5.60,1.020
2026,Graigue Rural, Laois,Graigue Rural,31421.065957,17554.388750,5384,0.81%,5.49,1.020
2026,Dungarvan No. 1 Urban, Waterford,Dungarvan No. 1 Urban,31409.557917,7995.836722,12220,0.40%,12.46,1.020
2026,Birr Urban, Offaly,Birr Urban,28360.910072,21592.478184,7038,1.19%,7.18,1.020
2026,Carrick-On-Shannon, Leitrim,Carrick-On-Shannon,27649.460195,32101.722215,11234,1.00%,11.46,1.020
2026,Carrickmacross Rural, Monaghan,Carrickmacross Rural,41289.108511,32224.722500,4333,0.79%,4.42,1.020
2026,Ballina Urban, Mayo,Ballina Urban,15371.603191,33936.852500,7535,1.01%,7.69,1.020
2026,Bantry Urban, Cork County,Bantry Urban,11831.453859,3421.710620,7838,1.01%,7.99,1.020
2026,Tramore C, Cork City,Tramore C,36723.444556,9537.151895,4051,0.20%,4.13,1.020
2026,Magheraclogher, Donegal,Magheraclogher,24245.267585,45253.640425,7091,0.60%,7.23,1.020
2026,Kilrush Urban, Clare,Kilrush Urban,11851.729787,15508.748750,2813,0.61%,2.87,1.020
2026,Crumpaun, Galway County,Crumpaun,6367.337556,26066.815820,7525,0.40%,7.68,1.020
2026,Belmullet, Mayo,Belmullet,6351.537877,35228.418929,3177,0.41%,3.24,1.020
2026,Manorhamilton, Leitrim,Manorhamilton,25052.915991,36367.644365,4892,1.41%,4.99,1.020
2026,Glinn, Kerry,Glinn,3436.709811,9529.406481,3491,0.20%,3.56,1.020
2026,Ballynahaglish, Kerry,Ballynahaglish,15283.912766,33412.065000,1687,0.00%,1.72,1.020
2026,Kilcummin, Galway County, 067122,Kilcummin,14722.482979,36043.035000,1428,1.56%,1.46,1.020
2026,Inishmore, Galway County,Inishmore,9238.386170,21600.553750,1353,0.22%,1.38,1.020
2026,Limerick, Wexford,Limerick,20992.235106,15797.987500,1064,0.57%,1.09,1.020
2026,Coomlogane, Cork County,Coomlogane,18528.986923,6575.630157,94708,0.60%,96.60,1.020
2026,Cong, Mayo,Cong,13880.742852,30385.514766,47539,1.80%,48.49,1.020
2026,Sunday's Well B, Cork City,Sunday's Well B,22500.913429,6169.805489,18943,1.60%,19.32,1.020
2026,Broadford, Limerick,Broadford,20182.311177,13747.937079,55373,0.60%,56.48,1.020
2026,Ladytown, Kildare,Ladytown,40171.613209,22314.627521,24247,0.40%,24.73,1.020
2026,Teadies, Cork County,Teadies,16470.245908,3007.494644,11541,1.60%,11.77,1.020
2026,Castle Talbot, Wexford,Castle Talbot,42849.694605,12874.992180,47862,1.40%,48.82,1.020
2026,Lisduggan, Waterford,Lisduggan,34048.399927,9862.082330,38545,0.00%,39.32,1.020
2026,Kilbride, Cavan,Kilbride,34889.168732,32329.785315,34593,1.40%,35.28,1.020
2026,Freshford, Kilkenny,Freshford,35828.303399,14939.865768,40189,0.00%,40.99,1.020
2026,Fethard, Tipperary,Fethard,28668.946883,14906.046953,50802,0.80%,51.82,1.020
2026,Killogilleen, Galway County,Killogilleen,20399.908820,24413.125586,63849,0.40%,65.13,1.020
2026,Whitecastle, Donegal,Whitecastle,31524.635792,46423.779066,24953,1.80%,25.45,1.020
2026,Rackwallace, Monaghan,Rackwallace,39393.935436,34363.487022,29235,1.00%,29.82,1.020
2026,Fethard, Wexford,Fethard,39997.677660,9903.776250,1972,1.81%,2.01,1.020
2026,Termonbarry, Roscommon,Termonbarry,25713.846743,29512.050641,33793,0.40%,34.47,1.020
2026,Kellistown, Carlow,Kellistown,40121.705919,16887.302019,22272,1.20%,22.72,1.020
2026,Carrickart, Donegal,Carrickart,29858.747872,47219.382500,1930,0.00%,1.97,1.020
2026,Slievemore, Mayo,Slievemore,6871.213589,33840.417176,3773,1.81%,3.85,1.020
2026,Kilnamona, Clare,Kilnamona,15731.272184,17497.770231,45887,0.20%,46.80,1.020
2026,Ardnaree North, Mayo,Ardnaree North,15510.248936,33793.773750,1921,1.00%,1.96,1.020
2026,Newtown Forbes, Longford,Newtown Forbes,30427.791695,28742.226055,17916,0.80%,18.27,1.020
2026,Dunganstown South, Wicklow,Dunganstown South,44184.468316,19057.893560,22428,1.40%,22.88,1.020
2026,Ballylarkin, Wexford,Ballylarkin,46574.071277,16909.196250,1895,1.61%,1.93,1.020
2026,Teltown, Meath,Teltown,40074.668148,28396.608869,21784,1.20%,22.22,1.020
2026,Castletown (South), Louth,Castletown (South),44184.938645,31186.741864,7073,0.00%,7.21,1.020
2026,Glennamaddy, Galway County,Glennamaddy,20740.703602,27645.652474,3647,0.61%,3.72,1.020
2026,Castletownroche, Cork County,Castletownroche,24761.502501,9028.237465,8449,0.80%,8.62,1.020
2026,Clogher, Donegal,Clogher,23927.667791,40784.311766,17717,1.60%,18.07,1.020
2026,Knocklong, Limerick,Knocklong,22527.257267,14405.377633,3653,0.41%,3.73,1.020
2026,Ballybrit, Galway City,Ballybrit,17050.106383,23630.320000,1867,1.80%,1.90,1.020
2026,Clonaslee, Laois,Clonaslee,34744.996164,19817.588651,26960,0.80%,27.50,1.020
2026,Grange North, Waterford,Grange North,30454.973754,7124.004766,3421,1.00%,3.49,1.020
2026,Monasteroris, Offaly,Monasteroris,32261.483737,22871.195743,30188,1.40%,30.79,1.020
2026,Ballykisteen, Tipperary,Ballykisteen,25455.553191,13765.772500,1803,1.41%,1.84,1.020
2026,Lettermore, Galway County,Lettermore,8298.433698,25245.360447,9325,1.60%,9.51,1.020
2026,Glassan, Westmeath,Glassan,32828.136921,26431.258396,29257,0.20%,29.84,1.020
2026,Doonane, Laois,Doonane,36926.634043,18371.965000,1695,0.77%,1.73,1.020
2026,Lackan, Wicklow,Lackan,43696.742553,21661.110000,1694,0.77%,1.73,1.020
2026,Clonmethan, Fingal,Clonmethan,45442.506383,26570.111250,1703,1.61%,1.74,1.020
2026,Lissadill East, Sligo,Lissadill East,21890.219497,35358.677417,24367,0.00%,24.85,1.020
2026,Sneem, Kerry,Sneem,7947.839650,5737.706381,7113,0.20%,7.26,1.020
2026,Roosky, Leitrim,Roosky,29232.949818,32104.608147,14701,1.00%,15.00,1.020
2026,Templetouhy, Tipperary,Templetouhy,28356.732202,19045.526966,4243,1.19%,4.33,1.020
2026,Knappagh, Mayo,Knappagh,11193.374474,30301.102446,3264,1.59%,3.33,1.020
2026,Ballyconnell, Meath,Ballyconnell,32085.592553,33952.718750,1615,0.81%,1.65,1.020
2026,Banna, Kerry,Banna,10370.937421,11415.663126,31793,1.40%,32.43,1.020
2026,Graney, Kildare,Graney,40569.468085,18763.125000,1595,1.21%,1.63,1.020
2026,Ballydangan, Roscommon,Ballydangan,26764.754660,24436.645767,3070,1.19%,3.13,1.020
2026,Kilcatherine, Cork County,Kilcatherine,7529.273511,3584.032178,3051,0.00%,3.11,1.020
2026,Tarbert, Kerry,Tarbert,13036.838298,14655.922500,1512,0.20%,1.54,1.020
2026,Maghery, Donegal,Maghery,22959.918085,44115.881250,1526,1.40%,1.56,1.020
2026,Tullaghan, Leitrim,Tullaghan,24998.936318,36888.511826,4786,1.21%,4.88,1.020
2026,Carrigatogher, Tipperary,Carrigatogher,23869.933390,17519.657202,3027,1.61%,3.09,1.020
2026,Lahard, Kerry,Lahard,11961.991741,8296.519751,2892,1.01%,2.95,1.020
2026,Millbrook, Kerry,Millbrook,29862.553191,26095.750000,1473,1.17%,1.50,1.020
2026,Dunurlin, Kerry,Dunurlin,2693.475497,9075.814446,3953,1.20%,4.03,1.020
2026,Kilmacomma, Waterford,Kilmacomma,30557.134043,11725.501250,1399,0.58%,1.43,1.020
2026,Clonlost, Westmeath,Clonlost,36206.655712,27647.721443,7831,0.80%,7.99,1.020
2026,Roslee, Mayo,Roslee,36463.298936,35489.125000,1338,1.21%,1.36,1.020
2026,Kyle, Clare,Kyle,46637.329787,24259.156250,1311,0.77%,1.34,1.020
2026,Castlejordan, Meath,Castlejordan,37117.978723,24964.500000,1313,1.78%,1.34,1.020
2026,Barronstown, Wexford,Barronstown,25570.761702,13662.831250,1266,0.00%,1.29,1.020
2026,Kilmucklin, Tipperary,Kilmucklin,32151.214894,24208.436250,1163,1.04%,1.19,1.020
2026,Leitrim, Cork County,Leitrim,25780.475532,36311.333750,1143,0.18%,1.17,1.020
2026,Columbkille, Longford,Columbkille,37157.492553,14121.921250,1133,1.61%,1.16,1.020
2026,Finnoe, Tipperary,Finnoe,15150.212766,14512.250000,1058,1.83%,1.08,1.020
2026,Tibradden, Dún Laoghaire-Rathdown,Tibradden,45918.324468,23051.448750,951,0.63%,0.97,1.020
2026,Ballinascorney, South Dublin,Ballinascorney,44744.680851,23038.250000,879,0.57%,0.90,1.020
2026,Terenure D, Dublin City,Terenure D,45852.201064,23880.197500,784,0.26%,0.80,1.020
2026,Money, Wicklow,Money,46342.992553,25341.695000,323,1.57%,0.33,1.020
2027,Blanchardstown-Blakestown, Fingal,Blanchardstown-Blakestown,46281.484804,25592.220049,338109,1.40%,351.77,1.040
2027,Lucan-Esker, South Dublin,Lucan-Esker,44902.901460,23856.296106,302606,0.40%,314.83,1.040
2027,Navan Rural, Meath,Navan Rural,42096.164632,27482.147564,202750,1.60%,210.94,1.040
2027,Naas Urban, Kildare,Naas Urban,41321.181309,23037.624918,227413,1.20%,236.60,1.040
2027,Glencullen, Dún Laoghaire-Rathdown,Glencullen,46935.222061,23452.851655,240431,1.60%,250.14,1.040
2027,Carrigaline/Monkstown Rural/Douglas, Cork City,Carrigaline/Monkstown Rural/Douglas,22557.984859,6169.848473,203748,0.60%,211.98,1.040
2027,Ballycummin, Limerick,Ballycummin,21036.529293,15234.984837,144655,1.60%,150.50,1.040
2027,Ennis Rural, Clare,Ennis Rural,17735.909984,17714.307763,80889,1.80%,84.16,1.040
2027,Tralee Rural, Kerry,Tralee Rural,10435.770153,9832.739088,104353,0.60%,108.57,1.040
2027,Kilkenny Rural, Kilkenny,Kilkenny Rural,35797.513337,15081.473731,58803,1.40%,61.18,1.040
2027,Portlaoighise Rural, Laois,Portlaoighise Rural,35052.416753,20486.881673,58960,1.40%,61.34,1.040
2027,Barna, Galway City,Barna,16332.211455,23418.185094,77483,0.20%,80.61,1.040
