Year,Settlement ID,Name,X,Y,Population,Growth Rate (%),Power Usage (MW),Power Usage Per Capita (kW)
2038,Clonaslee, Laois,Clonaslee,34744.996164,19817.588651,30135,1.20%,38.98,1.294
2038,Grange North, Waterford,Grange North,30454.973754,7124.004766,3838,1.40%,4.96,1.294
2038,Monasteroris, Offaly,Monasteroris,32261.483737,22871.195743,34144,1.80%,44.17,1.294
2038,Ballykisteen, Tipperary,Ballykisteen,25455.553191,13765.772500,2039,1.80%,2.64,1.294
2038,Lettermore, Galway County,Lettermore,8298.433698,25245.360447,10382,0.00%,13.43,1.294
2038,Glassan, Westmeath,Glassan,32828.136921,26431.258396,32315,0.60%,41.80,1.294
2038,Doonane, Laois,Doonane,36926.634043,18371.965000,1895,1.17%,2.45,1.294
2038,Lackan, Wicklow,Lackan,43696.742553,21661.110000,1894,1.18%,2.45,1.294
2038,Clonmethan, Fingal,Clonmethan,45442.506383,26570.111250,1894,0.00%,2.45,1.294
2038,Lissadill East, Sligo,Lissadill East,21890.219497,35358.677417,26807,0.40%,34.68,1.294
2038,Sneem, Kerry,Sneem,7947.839650,5737.706381,7856,0.60%,10.16,1.294
2038,Roosky, Leitrim,Roosky,29232.949818,32104.608147,16496,1.40%,21.34,1.294
2038,Templetouhy, Tipperary,Templetouhy,28356.732202,19045.526966,4780,1.59%,6.18,1.294
2038,Knappagh, Mayo,Knappagh,11193.374474,30301.102446,3634,0.00%,4.70,1.294
2038,Ballyconnell, Meath,Ballyconnell,32085.592553,33952.718750,1805,1.18%,2.33,1.294
2038,Banna, Kerry,Banna,10370.937421,11415.663126,35959,1.80%,46.52,1.294
2038,Graney, Kildare,Graney,40569.468085,18763.125000,1797,1.58%,2.32,1.294
2038,Ballydangan, Roscommon,Ballydangan,26764.754660,24436.645767,3458,1.59%,4.47,1.294
2038,Kilcatherine, Cork County,Kilcatherine,7529.273511,3584.032178,3357,0.39%,4.34,1.294
2038,Tarbert, Kerry,Tarbert,13036.838298,14655.922500,1670,0.60%,2.16,1.294
2038,Maghery, Donegal,Maghery,22959.918085,44115.881250,1727,1.83%,2.23,1.294
2038,Tullaghan, Leitrim,Tullaghan,24998.936318,36888.511826,5392,1.60%,6.98,1.294
2038,Carrigatogher, Tipperary,Carrigatogher,23869.933390,17519.657202,3369,0.00%,4.36,1.294
2038,Lahard, Kerry,Lahard,11961.991741,8296.519751,3245,1.41%,4.20,1.294
2038,Millbrook, Kerry,Millbrook,29862.553191,26095.750000,1660,1.59%,2.15,1.294
2038,Dunurlin, Kerry,Dunurlin,2693.475497,9075.814446,4453,1.60%,5.76,1.294
2038,Kilmacomma, Waterford,Kilmacomma,30557.134043,11725.501250,1556,0.97%,2.01,1.294
2038,Clonlost, Westmeath,Clonlost,36206.655712,27647.721443,8754,1.20%,11.32,1.294
2038,Roslee, Mayo,Roslee,36463.298936,35489.125000,1507,1.62%,1.95,1.294
2038,Kyle, Clare,Kyle,46637.329787,24259.156250,1465,1.17%,1.90,1.294
2038,Castlejordan, Meath,Castlejordan,37117.978723,24964.500000,1438,0.21%,1.86,1.294
2038,Barronstown, Wexford,Barronstown,25570.761702,13662.831250,1393,0.43%,1.80,1.294
2038,Kilmucklin, Tipperary,Kilmucklin,32151.214894,24208.436250,1304,1.40%,1.69,1.294
2038,Leitrim, Cork County,Leitrim,25780.475532,36311.333750,1263,0.64%,1.63,1.294
2038,Columbkille, Longford,Columbkille,37157.492553,14121.921250,1261,0.00%,1.63,1.294
2038,Finnoe, Tipperary,Finnoe,15150.212766,14512.250000,1158,0.17%,1.50,1.294
2038,Tibradden, Dún Laoghaire-Rathdown,Tibradden,45918.324468,23051.448750,1059,0.95%,1.37,1.294
2038,Ballinascorney, South Dublin,Ballinascorney,44744.680851,23038.250000,981,1.03%,1.27,1.294
2038,Terenure D, Dublin City,Terenure D,45852.201064,23880.197500,865,0.58%,1.12,1.294
2038,Money, Wicklow,Money,46342.992553,25341.695000,360,0.00%,0.47,1.294
2039,Blanchardstown-Blakestown, Fingal,Blanchardstown-Blakestown,46281.484804,25592.220049,382419,1.80%,504.59,1.319
2039,Lucan-Esker, South Dublin,Lucan-Esker,44902.901460,23856.296106,335566,0.80%,442.77,1.319
2039,Navan Rural, Meath,Navan Rural,42096.164632,27482.147564,225711,0.00%,297.82,1.319
2039,Naas Urban, Kildare,Naas Urban,41321.181309,23037.624918,256207,1.60%,338.06,1.319
2039,Glencullen, Dún Laoghaire-Rathdown,Glencullen,46935.222061,23452.851655,267659,0.00%,353.17,1.319
2039,Carrigaline/Monkstown Rural/Douglas, Cork City,Carrigaline/Monkstown Rural/Douglas,22557.984859,6169.848473,226838,1.00%,299.31,1.319
2039,Ballycummin, Limerick,Ballycummin,21036.529293,15234.984837,161036,0.00%,212.48,1.319
2039,Ennis Rural, Clare,Ennis Rural,17735.909984,17714.307763,88633,0.20%,116.95,1.319
2039,Tralee Rural, Kerry,Tralee Rural,10435.770153,9832.739088,116180,1.00%,153.30,1.319
2039,Kilkenny Rural, Kilkenny,Kilkenny Rural,35797.513337,15081.473731,66509,1.80%,87.76,1.319
2039,Portlaoighise Rural, Laois,Portlaoighise Rural,35052.416753,20486.881673,66686,1.80%,87.99,1.319
2039,Barna, Galway City,Barna,16332.211455,23418.185094,85581,0.60%,112.92,1.319
2039,Carlow Rural, Carlow,Carlow Rural,39553.324186,17508.919882,45745,1.40%,60.36,1.319
2039,Kilmacanoge, Wicklow,Kilmacanoge,47107.200116,20953.700571,137839,1.20%,181.88,1.319
2039,Dundalk Rural (South), Louth,Dundalk Rural (South),44897.535997,31279.191956,127179,0.00%,167.81,1.319
2039,Wexford Rural, Wexford,Wexford Rural,43561.683046,13349.338897,124610,1.00%,164.42,1.319
2039,Carrigaline, Cork County, 047072,Carrigaline,22796.386424,6084.975638,234591,0.60%,309.54,1.319
2039,Grange A, Dublin City,Grange A,46131.369821,24442.605439,664460,1.00%,876.74,1.319
2039,Letterkenny Rural, Donegal,Letterkenny Rural,30831.693768,44399.167500,126812,1.20%,167.33,1.319
2039,Tullamore Urban, Offaly,Tullamore Urban,33054.790165,23135.397371,45156,1.80%,59.58,1.319
2039,Mullingar Rural, Westmeath,Mullingar Rural,33973.351635,26234.734608,53347,0.00%,70.39,1.319
2039,Fair Gate, Louth,Fair Gate,45169.690906,28953.057423,24640,0.40%,32.51,1.319
2039,Arklow No. 1 Urban, Wicklow,Arklow No. 1 Urban,47319.468085,17629.565000,12055,1.80%,15.91,1.319
2039,Tramore, Waterford,Tramore,36049.887005,10091.581524,82299,1.40%,108.59,1.319
2039,Cavan Rural, Cavan,Cavan Rural,36184.242769,31809.763302,52772,0.60%,69.63,1.319
2039,Athlone East Rural, Westmeath,Athlone East Rural,28294.920213,25299.032500,14456,1.00%,19.07,1.319
2039,Castlebar Rural, Mayo,Castlebar Rural,14664.074825,30439.448060,78835,0.80%,104.02,1.319
2039,Sligo West, Sligo,Sligo West,21844.986781,35463.972694,52051,1.20%,68.68,1.319
2039,Edenderry Urban, Offaly,Edenderry Urban,37747.657447,24290.293750,8748,0.00%,11.54,1.319
2039,Ballinasloe Urban, Galway County,Ballinasloe Urban,18537.872001,23940.008488,110599,0.80%,145.93,1.319
2039,Thurles Urban, Tipperary,Thurles Urban,28705.125307,14915.898498,66994,0.80%,88.40,1.319
2039,Roscrea, Tipperary,Roscrea,26107.822927,18256.967498,25367,0.80%,33.47,1.319
2039,Tuam Rural, Galway County,Tuam Rural,18547.684043,26426.445000,7624,1.80%,10.06,1.319
2039,Mallow North Urban, Cork County,Mallow North Urban,21301.682053,10412.034003,26500,1.80%,34.97,1.319
2039,Monaghan Rural, Monaghan,Monaghan Rural,39219.560301,34802.805837,35543,0.60%,46.90,1.319
2039,Clonmel West Urban, Tipperary,Clonmel West Urban,31358.844952,11970.628763,26948,1.20%,35.56,1.319
2039,Kilculliheen, Kilkenny,Kilculliheen,37435.106383,10746.625000,6394,0.60%,8.44,1.319
2039,Longford Rural, Longford,Longford Rural,30093.166218,28554.656070,32402,1.80%,42.75,1.319
2039,Newcastle Urban, Limerick,Newcastle Urban,15756.219175,12922.134758,12175,0.20%,16.06,1.319
2039,Roscommon Rural, Roscommon,Roscommon Rural,24759.141588,28787.033878,39036,1.80%,51.51,1.319
2039,Menlough, Galway City,Menlough,21545.142553,25266.612500,6212,0.00%,8.20,1.319
2039,Graigue Rural, Laois,Graigue Rural,31421.065957,17554.388750,6102,1.40%,8.05,1.319
2039,Dungarvan No. 1 Urban, Waterford,Dungarvan No. 1 Urban,31409.557917,7995.836722,13686,1.00%,18.06,1.319
2039,Birr Urban, Offaly,Birr Urban,28360.910072,21592.478184,8074,1.80%,10.65,1.319
2039,Carrick-On-Shannon, Leitrim,Carrick-On-Shannon,27649.460195,32101.722215,12809,1.60%,16.90,1.319
2039,Carrickmacross Rural, Monaghan,Carrickmacross Rural,41289.108511,32224.722500,4911,1.40%,6.48,1.319
2039,Ballina Urban, Mayo,Ballina Urban,15371.603191,33936.852500,8591,1.60%,11.34,1.319
2039,Bantry Urban, Cork County,Bantry Urban,11831.453859,3421.710620,8936,1.60%,11.79,1.319
2039,Tramore C, Cork City,Tramore C,36723.444556,9537.151895,4510,0.80%,5.95,1.319
2039,Magheraclogher, Donegal,Magheraclogher,24245.267585,45253.640425,7989,1.20%,10.54,1.319
2039,Kilrush Urban, Clare,Kilrush Urban,11851.729787,15508.748750,3170,1.21%,4.18,1.319
2039,Crumpaun, Galway County,Crumpaun,6367.337556,26066.815820,8427,0.99%,11.12,1.319
2039,Belmullet, Mayo,Belmullet,6351.537877,35228.418929,3558,0.99%,4.69,1.319
2039,Manorhamilton, Leitrim,Manorhamilton,25052.915991,36367.644365,5534,0.00%,7.30,1.319
2039,Glinn, Kerry,Glinn,3436.709811,9529.406481,3887,0.80%,5.13,1.319
2039,Ballynahaglish, Kerry,Ballynahaglish,15283.912766,33412.065000,1868,0.59%,2.46,1.319
2039,Kilcummin, Galway County, 067122,Kilcummin,14722.482979,36043.035000,1594,0.19%,2.10,1.319
2039,Inishmore, Galway County,Inishmore,9238.386170,21600.553750,1507,0.80%,1.99,1.319
2039,Limerick, Wexford,Limerick,20992.235106,15797.987500,1199,1.18%,1.58,1.319
2039,Coomlogane, Cork County,Coomlogane,18528.986923,6575.630157,106707,1.20%,140.80,1.319
2039,Cong, Mayo,Cong,13880.742852,30385.514766,52299,0.40%,69.01,1.319
2039,Sunday's Well B, Cork City,Sunday's Well B,22500.913429,6169.805489,21129,0.20%,27.88,1.319
2039,Broadford, Limerick,Broadford,20182.311177,13747.937079,62388,1.20%,82.32,1.319
2039,Ladytown, Kildare,Ladytown,40171.613209,22314.627521,27157,1.00%,35.83,1.319
2039,Teadies, Cork County,Teadies,16470.245908,3007.494644,12874,0.20%,16.99,1.319
2039,Castle Talbot, Wexford,Castle Talbot,42849.694605,12874.992180,54134,0.00%,71.43,1.319
2039,Lisduggan, Waterford,Lisduggan,34048.399927,9862.082330,42658,0.60%,56.29,1.319
2039,Kilbride, Cavan,Kilbride,34889.168732,32329.785315,39126,0.00%,51.63,1.319
2039,Freshford, Kilkenny,Freshford,35828.303399,14939.865768,44478,0.60%,58.69,1.319
2039,Fethard, Tipperary,Fethard,28668.946883,14906.046953,57579,1.40%,75.97,1.319
2039,Killogilleen, Galway County,Killogilleen,20399.908820,24413.125586,71511,1.00%,94.36,1.319
2039,Whitecastle, Donegal,Whitecastle,31524.635792,46423.779066,27453,0.40%,36.22,1.319
2039,Rackwallace, Monaghan,Rackwallace,39393.935436,34363.487022,33332,1.60%,43.98,1.319
2039,Fethard, Wexford,Fethard,39997.677660,9903.776250,2169,0.42%,2.86,1.319
2039,Termonbarry, Roscommon,Termonbarry,25713.846743,29512.050641,37848,1.00%,49.94,1.319
2039,Kellistown, Carlow,Kellistown,40121.705919,16887.302019,25544,1.80%,33.70,1.319
2039,Carrickart, Donegal,Carrickart,29858.747872,47219.382500,2137,0.61%,2.82,1.319
2039,Slievemore, Mayo,Slievemore,6871.213589,33840.417176,4153,0.41%,5.48,1.319
2039,Kilnamona, Clare,Kilnamona,15731.272184,17497.770231,51089,0.80%,67.41,1.319
2039,Ardnaree North, Mayo,Ardnaree North,15510.248936,33793.773750,2190,1.58%,2.89,1.319
2039,Newtown Forbes, Longford,Newtown Forbes,30427.791695,28742.226055,20304,1.40%,26.79,1.319
2039,Dunganstown South, Wicklow,Dunganstown South,44184.468316,19057.893560,25368,0.00%,33.47,1.319
2039,Ballylarkin, Wexford,Ballylarkin,46574.071277,16909.196250,2115,0.19%,2.79,1.319
2039,Teltown, Meath,Teltown,40074.668148,28396.608869,24984,1.80%,32.97,1.319
2039,Castletown (South), Louth,Castletown (South),44184.938645,31186.741864,7827,0.60%,10.33,1.319
2039,Glennamaddy, Galway County,Glennamaddy,20740.703602,27645.652474,4111,1.21%,5.42,1.319
2039,Castletownroche, Cork County,Castletownroche,24761.502501,9028.237465,9574,1.40%,12.63,1.319
2039,Clogher, Donegal,Clogher,23927.667791,40784.311766,19762,0.20%,26.08,1.319
2039,Knocklong, Limerick,Knocklong,22527.257267,14405.377633,4091,1.01%,5.40,1.319
2039,Ballybrit, Galway City,Ballybrit,17050.106383,23630.320000,2053,0.39%,2.71,1.319
2039,Clonaslee, Laois,Clonaslee,34744.996164,19817.588651,30557,1.40%,40.32,1.319
2039,Grange North, Waterford,Grange North,30454.973754,7124.004766,3899,1.59%,5.14,1.319
2039,Monasteroris, Offaly,Monasteroris,32261.483737,22871.195743,34144,0.00%,45.05,1.319
2039,Ballykisteen, Tipperary,Ballykisteen,25455.553191,13765.772500,2039,0.00%,2.69,1.319
2039,Lettermore, Galway County,Lettermore,8298.433698,25245.360447,10403,0.20%,13.73,1.319
2039,Glassan, Westmeath,Glassan,32828.136921,26431.258396,32574,0.80%,42.98,1.319
2039,Doonane, Laois,Doonane,36926.634043,18371.965000,1922,1.42%,2.54,1.319
2039,Lackan, Wicklow,Lackan,43696.742553,21661.110000,1921,1.43%,2.53,1.319
2039,Clonmethan, Fingal,Clonmethan,45442.506383,26570.111250,1898,0.21%,2.50,1.319
2039,Lissadill East, Sligo,Lissadill East,21890.219497,35358.677417,26968,0.60%,35.58,1.319
2039,Sneem, Kerry,Sneem,7947.839650,5737.706381,7919,0.80%,10.45,1.319
2039,Roosky, Leitrim,Roosky,29232.949818,32104.608147,16760,1.60%,22.11,1.319
2039,Templetouhy, Tipperary,Templetouhy,28356.732202,19045.526966,4866,1.80%,6.42,1.319
2039,Knappagh, Mayo,Knappagh,11193.374474,30301.102446,3641,0.19%,4.80,1.319
2039,Ballyconnell, Meath,Ballyconnell,32085.592553,33952.718750,1830,1.39%,2.41,1.319
2039,Banna, Kerry,Banna,10370.937421,11415.663126,35959,0.00%,47.45,1.319
2039,Graney, Kildare,Graney,40569.468085,18763.125000,1829,1.78%,2.41,1.319
2039,Ballydangan, Roscommon,Ballydangan,26764.754660,24436.645767,3520,1.79%,4.64,1.319
2039,Kilcatherine, Cork County,Kilcatherine,7529.273511,3584.032178,3377,0.60%,4.46,1.319
2039,Tarbert, Kerry,Tarbert,13036.838298,14655.922500,1683,0.78%,2.22,1.319
2039,Maghery, Donegal,Maghery,22959.918085,44115.881250,1727,0.00%,2.28,1.319
2039,Tullaghan, Leitrim,Tullaghan,24998.936318,36888.511826,5489,1.80%,7.24,1.319
2039,Carrigatogher, Tipperary,Carrigatogher,23869.933390,17519.657202,3376,0.21%,4.45,1.319
2039,Lahard, Kerry,Lahard,11961.991741,8296.519751,3297,1.60%,4.35,1.319
2039,Millbrook, Kerry,Millbrook,29862.553191,26095.750000,1690,1.81%,2.23,1.319
2039,Dunurlin, Kerry,Dunurlin,2693.475497,9075.814446,4533,1.80%,5.98,1.319
2039,Kilmacomma, Waterford,Kilmacomma,30557.134043,11725.501250,1575,1.22%,2.08,1.319
2039,Clonlost, Westmeath,Clonlost,36206.655712,27647.721443,8877,1.41%,11.71,1.319
2039,Roslee, Mayo,Roslee,36463.298936,35489.125000,1534,1.79%,2.02,1.319
2039,Kyle, Clare,Kyle,46637.329787,24259.156250,1486,1.43%,1.96,1.319
2039,Castlejordan, Meath,Castlejordan,37117.978723,24964.500000,1444,0.42%,1.91,1.319
2039,Barronstown, Wexford,Barronstown,25570.761702,13662.831250,1401,0.57%,1.85,1.319
2039,Kilmucklin, Tipperary,Kilmucklin,32151.214894,24208.436250,1325,1.61%,1.75,1.319
2039,Leitrim, Cork County,Leitrim,25780.475532,36311.333750,1273,0.79%,1.68,1.319
2039,Columbkille, Longford,Columbkille,37157.492553,14121.921250,1264,0.24%,1.67,1.319
2039,Finnoe, Tipperary,Finnoe,15150.212766,14512.250000,1163,0.43%,1.53,1.319
2039,Tibradden, Dún Laoghaire-Rathdown,Tibradden,45918.324468,23051.448750,1072,1.23%,1.41,1.319
2039,Ballinascorney, South Dublin,Ballinascorney,44744.680851,23038.250000,993,1.22%,1.31,1.319
2039,Terenure D, Dublin City,Terenure D,45852.201064,23880.197500,872,0.81%,1.15,1.319
2039,Money, Wicklow,Money,46342.992553,25341.695000,361,0.28%,0.48,1.319
2040,Blanchardstown-Blakestown, Fingal,Blanchardstown-Blakestown,46281.484804,25592.220049,382419,0.00%,514.69,1.346
2040,Lucan-Esker, South Dublin,Lucan-Esker,44902.901460,23856.296106,338922,1.00%,456.14,1.346
2040,Navan Rural, Meath,Navan Rural,42096.164632,27482.147564,226162,0.20%,304.38,1.346
2040,Naas Urban, Kildare,Naas Urban,41321.181309,23037.624918,260819,1.80%,351.03,1.346
2040,Glencullen, Dún Laoghaire-Rathdown,Glencullen,46935.222061,23452.851655,268194,0.20%,360.95,1.346
2040,Carrigaline/Monkstown Rural/Douglas, Cork City,Carrigaline/Monkstown Rural/Douglas,22557.984859,6169.848473,229560,1.20%,308.96,1.346
2040,Ballycummin, Limerick,Ballycummin,21036.529293,15234.984837,161358,0.20%,217.17,1.346
2040,Ennis Rural, Clare,Ennis Rural,17735.909984,17714.307763,88988,0.40%,119.77,1.346
2040,Tralee Rural, Kerry,Tralee Rural,10435.770153,9832.739088,117574,1.20%,158.24,1.346
2040,Kilkenny Rural, Kilkenny,Kilkenny Rural,35797.513337,15081.473731,66509,0.00%,89.51,1.346
2040,Portlaoighise Rural, Laois,Portlaoighise Rural,35052.416753,20486.881673,66686,0.00%,89.75,1.346
2040,Barna, Galway City,Barna,16332.211455,23418.185094,86266,0.80%,116.10,1.346
2040,Carlow Rural, Carlow,Carlow Rural,39553.324186,17508.919882,46477,1.60%,62.55,1.346
2040,Kilmacanoge, Wicklow,Kilmacanoge,47107.200116,20953.700571,139769,1.40%,188.11,1.346
2040,Dundalk Rural (South), Louth,Dundalk Rural (South),44897.535997,31279.191956,127433,0.20%,171.51,1.346
2040,Wexford Rural, Wexford,Wexford Rural,43561.683046,13349.338897,126105,1.20%,169.72,1.346
2040,Carrigaline, Cork County, 047072,Carrigaline,22796.386424,6084.975638,236468,0.80%,318.25,1.346
2040,Grange A, Dublin City,Grange A,46131.369821,24442.605439,672434,1.20%,905.01,1.346
2040,Letterkenny Rural, Donegal,Letterkenny Rural,30831.693768,44399.167500,128587,1.40%,173.06,1.346
2040,Tullamore Urban, Offaly,Tullamore Urban,33054.790165,23135.397371,45156,0.00%,60.77,1.346
2040,Mullingar Rural, Westmeath,Mullingar Rural,33973.351635,26234.734608,53454,0.20%,71.94,1.346
2040,Fair Gate, Louth,Fair Gate,45169.690906,28953.057423,24788,0.60%,33.36,1.346
2040,Arklow No. 1 Urban, Wicklow,Arklow No. 1 Urban,47319.468085,17629.565000,12055,0.00%,16.22,1.346
2040,Tramore, Waterford,Tramore,36049.887005,10091.581524,83616,1.60%,112.54,1.346
2040,Cavan Rural, Cavan,Cavan Rural,36184.242769,31809.763302,53194,0.80%,71.59,1.346
2040,Athlone East Rural, Westmeath,Athlone East Rural,28294.920213,25299.032500,14629,1.20%,19.69,1.346
2040,Castlebar Rural, Mayo,Castlebar Rural,14664.074825,30439.448060,79623,1.00%,107.16,1.346
2040,Sligo West, Sligo,Sligo West,21844.986781,35463.972694,52780,1.40%,71.03,1.346
2040,Edenderry Urban, Offaly,Edenderry Urban,37747.657447,24290.293750,8765,0.19%,11.80,1.346
2040,Ballinasloe Urban, Galway County,Ballinasloe Urban,18537.872001,23940.008488,111705,1.00%,150.34,1.346
2040,Thurles Urban, Tipperary,Thurles Urban,28705.125307,14915.898498,67664,1.00%,91.07,1.346
2040,Roscrea, Tipperary,Roscrea,26107.822927,18256.967498,25621,1.00%,34.48,1.346
2040,Tuam Rural, Galway County,Tuam Rural,18547.684043,26426.445000,7624,0.00%,10.26,1.346
2040,Mallow North Urban, Cork County,Mallow North Urban,21301.682053,10412.034003,26500,0.00%,35.67,1.346
2040,Monaghan Rural, Monaghan,Monaghan Rural,39219.560301,34802.805837,35827,0.80%,48.22,1.346
2040,Clonmel West Urban, Tipperary,Clonmel West Urban,31358.844952,11970.628763,27325,1.40%,36.78,1.346
2040,Kilculliheen, Kilkenny,Kilculliheen,37435.106383,10746.625000,6445,0.80%,8.67,1.346
2040,Longford Rural, Longford,Longford Rural,30093.166218,28554.656070,32402,0.00%,43.61,1.346
2040,Newcastle Urban, Limerick,Newcastle Urban,15756.219175,12922.134758,12224,0.40%,16.45,1.346
2040,Roscommon Rural, Roscommon,Roscommon Rural,24759.141588,28787.033878,39036,0.00%,52.54,1.346
2040,Menlough, Galway City,Menlough,21545.142553,25266.612500,6224,0.19%,8.38,1.346
2040,Graigue Rural, Laois,Graigue Rural,31421.065957,17554.388750,6200,1.61%,8.34,1.346
2040,Dungarvan No. 1 Urban, Waterford,Dungarvan No. 1 Urban,31409.557917,7995.836722,13850,1.20%,18.64,1.346
2040,Birr Urban, Offaly,Birr Urban,28360.910072,21592.478184,8074,0.00%,10.87,1.346
2040,Carrick-On-Shannon, Leitrim,Carrick-On-Shannon,27649.460195,32101.722215,13040,1.80%,17.55,1.346
2040,Carrickmacross Rural, Monaghan,Carrickmacross Rural,41289.108511,32224.722500,4990,1.61%,6.72,1.346
2040,Ballina Urban, Mayo,Ballina Urban,15371.603191,33936.852500,8746,1.80%,11.77,1.346
2040,Bantry Urban, Cork County,Bantry Urban,11831.453859,3421.710620,9097,1.80%,12.24,1.346
2040,Tramore C, Cork City,Tramore C,36723.444556,9537.151895,4555,1.00%,6.13,1.346
2040,Magheraclogher, Donegal,Magheraclogher,24245.267585,45253.640425,8101,1.40%,10.90,1.346
2040,Kilrush Urban, Clare,Kilrush Urban,11851.729787,15508.748750,3214,1.39%,4.33,1.346
2040,Crumpaun, Galway County,Crumpaun,6367.337556,26066.815820,8528,1.20%,11.48,1.346
2040,Belmullet, Mayo,Belmullet,6351.537877,35228.418929,3601,1.21%,4.85,1.346
2040,Manorhamilton, Leitrim,Manorhamilton,25052.915991,36367.644365,5545,0.20%,7.46,1.346
2040,Glinn, Kerry,Glinn,3436.709811,9529.406481,3926,1.00%,5.28,1.346
2040,Ballynahaglish, Kerry,Ballynahaglish,15283.912766,33412.065000,1883,0.80%,2.53,1.346
2040,Kilcummin, Galway County, 067122,Kilcummin,14722.482979,36043.035000,1600,0.38%,2.15,1.346
2040,Inishmore, Galway County,Inishmore,9238.386170,21600.553750,1522,1.00%,2.05,1.346
2040,Limerick, Wexford,Limerick,20992.235106,15797.987500,1216,1.42%,1.64,1.346
2040,Coomlogane, Cork County,Coomlogane,18528.986923,6575.630157,108201,1.40%,145.62,1.346
2040,Cong, Mayo,Cong,13880.742852,30385.514766,52613,0.60%,70.81,1.346
2040,Sunday's Well B, Cork City,Sunday's Well B,22500.913429,6169.805489,21214,0.40%,28.55,1.346
2040,Broadford, Limerick,Broadford,20182.311177,13747.937079,63261,1.40%,85.14,1.346
2040,Ladytown, Kildare,Ladytown,40171.613209,22314.627521,27483,1.20%,36.99,1.346
2040,Teadies, Cork County,Teadies,16470.245908,3007.494644,12925,0.40%,17.40,1.346
2040,Castle Talbot, Wexford,Castle Talbot,42849.694605,12874.992180,54242,0.20%,73.00,1.346
2040,Lisduggan, Waterford,Lisduggan,34048.399927,9862.082330,42999,0.80%,57.87,1.346
2040,Kilbride, Cavan,Kilbride,34889.168732,32329.785315,39204,0.20%,52.76,1.346
2040,Freshford, Kilkenny,Freshford,35828.303399,14939.865768,44834,0.80%,60.34,1.346
2040,Fethard, Tipperary,Fethard,28668.946883,14906.046953,58500,1.60%,78.73,1.346
2040,Killogilleen, Galway County,Killogilleen,20399.908820,24413.125586,72369,1.20%,97.40,1.346
2040,Whitecastle, Donegal,Whitecastle,31524.635792,46423.779066,27618,0.60%,37.17,1.346
2040,Rackwallace, Monaghan,Rackwallace,39393.935436,34363.487022,33932,1.80%,45.67,1.346
2040,Fethard, Wexford,Fethard,39997.677660,9903.776250,2182,0.60%,2.94,1.346
2040,Termonbarry, Roscommon,Termonbarry,25713.846743,29512.050641,38302,1.20%,51.55,1.346
2040,Kellistown, Carlow,Kellistown,40121.705919,16887.302019,25544,0.00%,34.38,1.346
2040,Carrickart, Donegal,Carrickart,29858.747872,47219.382500,2154,0.80%,2.90,1.346
2040,Slievemore, Mayo,Slievemore,6871.213589,33840.417176,4178,0.60%,5.62,1.346
2040,Kilnamona, Clare,Kilnamona,15731.272184,17497.770231,51600,1.00%,69.45,1.346
2040,Ardnaree North, Mayo,Ardnaree North,15510.248936,33793.773750,2229,1.78%,3.00,1.346
2040,Newtown Forbes, Longford,Newtown Forbes,30427.791695,28742.226055,20629,1.60%,27.76,1.346
2040,Dunganstown South, Wicklow,Dunganstown South,44184.468316,19057.893560,25419,0.20%,34.21,1.346
2040,Ballylarkin, Wexford,Ballylarkin,46574.071277,16909.196250,2123,0.38%,2.86,1.346
2040,Teltown, Meath,Teltown,40074.668148,28396.608869,24984,0.00%,33.63,1.346
2040,Castletown (South), Louth,Castletown (South),44184.938645,31186.741864,7890,0.80%,10.62,1.346
2040,Glennamaddy, Galway County,Glennamaddy,20740.703602,27645.652474,4169,1.41%,5.61,1.346
2040,Castletownroche, Cork County,Castletownroche,24761.502501,9028.237465,9727,1.60%,13.09,1.346
2040,Clogher, Donegal,Clogher,23927.667791,40784.311766,19841,0.40%,26.70,1.346
2040,Knocklong, Limerick,Knocklong,22527.257267,14405.377633,4140,1.20%,5.57,1.346
2040,Ballybrit, Galway City,Ballybrit,17050.106383,23630.320000,2065,0.58%,2.78,1.346
2040,Clonaslee, Laois,Clonaslee,34744.996164,19817.588651,31046,1.60%,41.78,1.346
2040,Grange North, Waterford,Grange North,30454.973754,7124.004766,3969,1.80%,5.34,1.346
2040,Monasteroris, Offaly,Monasteroris,32261.483737,22871.195743,34212,0.20%,46.04,1.346
2040,Ballykisteen, Tipperary,Ballykisteen,25455.553191,13765.772500,2043,0.20%,2.75,1.346
2040,Lettermore, Galway County,Lettermore,8298.433698,25245.360447,10445,0.40%,14.06,1.346
2040,Glassan, Westmeath,Glassan,32828.136921,26431.258396,32900,1.00%,44.28,1.346
2040,Doonane, Laois,Doonane,36926.634043,18371.965000,1953,1.61%,2.63,1.346
2040,Lackan, Wicklow,Lackan,43696.742553,21661.110000,1952,1.61%,2.63,1.346
2040,Clonmethan, Fingal,Clonmethan,45442.506383,26570.111250,1906,0.42%,2.57,1.346
2040,Lissadill East, Sligo,Lissadill East,21890.219497,35358.677417,27184,0.80%,36.59,1.346
2040,Sneem, Kerry,Sneem,7947.839650,5737.706381,7998,1.00%,10.76,1.346
2040,Roosky, Leitrim,Roosky,29232.949818,32104.608147,17062,1.80%,22.96,1.346
2040,Templetouhy, Tipperary,Templetouhy,28356.732202,19045.526966,4866,0.00%,6.55,1.346
2040,Knappagh, Mayo,Knappagh,11193.374474,30301.102446,3656,0.41%,4.92,1.346
