2025,5149136,5252.12,5994.45,742.33,0.802,22912400.00,41406324000.00,1.000,4245.15,-0.00,4245.15,30,0.00,0.00,41406324000.00
2026,5149136,5355.10,5994.45,639.35,0.801,22290496.56,42552296066.40,1.020,4245.15,-0.00,4245.15,30,0.00,0.00,42552296066.40
2027,5149136,5458.08,7107.45,1649.37,0.819,35915612.92,49575249297.88,1.040,5382.65,1431.51,3951.14,39,0.00,0.00,49575249297.88
2028,5149136,5561.07,7828.45,2267.38,0.817,35539809.65,55508485223.62,1.061,5905.90,1973.16,3932.74,42,0.00,0.00,55508485223.62
2029,5149136,5664.05,10091.20,4427.15,0.817,47818947.55,69954200012.98,1.082,7578.02,3279.61,4298.41,52,0.00,0.00,69954200012.98
2030,5149136,5767.03,11286.10,5519.07,0.817,52552776.08,83494523220.60,1.104,8412.95,3488.12,4924.83,61,0.00,0.00,83494523220.60
2031,5149136,5870.02,11408.60,5538.58,0.819,66351783.21,86943617280.92,1.113,8492.57,8746.24,-253.67,64,0.00,0.00,86943617280.92
2032,5149136,5973.00,13161.75,7188.75,0.822,66204689.62,105568089819.35,1.133,9873.50,9869.39,4.11,78,0.00,0.00,105568089819.35
2033,5149136,6075.98,16359.00,10283.02,0.809,66611742.94,139550074885.18,1.153,12262.25,11152.78,1109.47,91,0.00,0.00,139550074885.18
2034,5149136,6178.96,18513.25,12334.29,0.807,66204300.08,165268582020.32,1.174,14036.75,11661.26,2375.49,103,0.00,0.00,165268582020.32
2035,5149136,6281.95,19038.25,12756.30,0.804,67718947.70,175747933804.93,1.195,14378.00,12121.34,2256.66,105,0.00,0.00,175747933804.93
2036,5149136,6384.93,19800.20,13415.27,0.806,70045222.79,187836452747.50,1.217,14949.02,16301.84,-1352.81,112,0.00,0.00,187836452747.50
2037,5149136,6487.91,20213.90,13725.99,0.807,69015795.73,196227755574.36,1.239,15338.05,16857.25,-1519.20,116,0.00,0.00,196227755574.36
2038,5149136,6590.89,22215.90,15625.01,0.797,69687705.75,232190628218.55,1.261,16703.05,18071.39,-1368.34,125,0.00,0.00,232190628218.55
2039,5149136,6693.88,23258.90,16565.02,0.796,68986178.80,248433469050.81,1.284,17499.30,18551.50,-1052.20,131,0.00,0.00,248433469050.81
2040,5149136,6796.86,24549.35,17752.49,0.797,71473418.49,269212889617.68,1.307,18650.45,21937.98,-3287.53,140,0.00,0.00,269212889617.68
2041,5149136,6899.84,26390.00,19490.16,0.793,69600076.89,290963511562.43,1.269,20042.75,27429.01,-7386.26,151,0.00,0.00,290963511562.43
2042,5149136,7002.82,27641.25,20638.43,0.792,71584659.16,309931980015.42,1.288,20930.00,30667.97,-9737.97,156,0.00,0.00,309931980015.42
2043,5149136,7105.81,28822.15,21716.34,0.794,71174058.78,332350004835.61,1.307,22140.30,31203.43,-9063.13,166,0.00,0.00,332350004835.61
2044,5149136,7208.79,29907.85,22699.06,0.789,71324494.26,364060908652.37,1.327,22847.83,35058.51,-12210.68,172,0.00,0.00,364060908652.37
2045,5149136,7311.77,30405.55,23093.78,0.792,76780296.32,376687196502.81,1.347,23384.73,37434.79,-14050.07,179,0.00,0.00,376687196502.81
2046,5149136,7414.76,30801.75,23386.99,0.794,80215257.48,394034684064.69,1.367,23762.38,39779.74,-16017.37,186,0.00,0.00,394034684064.69
2047,5149136,7517.74,31739.75,24222.01,0.794,84424091.52,419035970828.90,1.388,24535.88,42448.99,-17913.11,194,0.00,0.00,419035970828.90
2048,5149136,7620.72,32254.25,24633.53,0.794,83776437.17,441628120729.93,1.408,24934.00,42857.46,-17923.46,198,0.00,0.00,441628120729.93
2049,5149136,7723.70,33089.00,25365.30,0.796,88417010.23,467307784957.49,1.430,25787.13,45438.19,-19651.07,208,0.00,0.00,467307784957.49
2050,5149136,7826.69,34436.50,26609.81,0.797,97287624.00,514000738467.22,1.451,26890.50,51159.40,-24268.90,221,0.00,0.00,514000738467.22
